Направление подготовки: Лечебное дело,,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
779,3953200,220,"Биология - 71
Химия - 69 Русский язык - 75",5,,2,Нет
780,3856849,220,"Биология - 68
Химия - 69 Русский язык - 78",5,,2,Нет
781,3607065,220,"Биология - 65
Химия - 82 Русский язык - 73",0,,3,Нет
782,4079466,220,"Биология - 65
Химия - 82 Русский язык - 73",0,,3,Нет
783,3605098,220,"Биология - 64
Химия - 78 Русский язык - 73",5,Пр.право,1,Нет
784,3593823,220,"Биология - 61
Химия - 75 Русский язык - 78",6,,1,Нет
785,3582914,219,"Биология - 78
Химия - 57 Русский язык - 78",6,,3,Согласие
786,3564415,219,"Биология - 77
Химия - 70 Русский язык - 72",0,,1,Нет
787,4051299,219,"Биология - 75
Химия - 70 Русский язык - 64",10,,2,Согласие
788,3697275,219,"Биология - 75
Химия - 69 Русский язык - 75",0,,1,Нет
789,3855319,219,"Биология - 74
Химия - 66 Русский язык - 72",7,Пр.право,1,Нет
790,4021418,219,"Биология - 74
Химия - 66 Русский язык - 69",10,,1,Нет
791,3571825,219,"Биология - 73
Химия - 69 Русский язык - 72",5,,2,Нет
792,4084182,219,"Биология - 73
Химия - 69 Русский язык - 69",8,,5,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
793,3647149,219,"Биология - 72
Химия - 74 Русский язык - 66",7,,1,Нет
794,3841470,219,"Биология - 71
Химия - 73 Русский язык - 75",0,,2,Нет
795,3641056,219,"Биология - 71
Химия - 73 Русский язык - 72",3,,2,Нет
796,3588376,219,"Биология - 71
Химия - 69 Русский язык - 69",10,,1,Нет
797,3898796,219,"Биология - 70
Химия - 74 Русский язык - 72",3,,2,Нет
798,3836360,219,"Биология - 70
Химия - 68 Русский язык - 81",0,,1,Нет
799,3691360,219,"Биология - 68
Химия - 77 Русский язык - 69",5,,2,Нет
800,3764310,219,"Биология - 65
Химия - 73 Русский язык - 73",8,,2,Нет
801,3811414,219,"Биология - 63
Химия - 70 Русский язык - 83",3,,2,Нет
802,3907046,219,"Биология - 63
Химия - 65 Русский язык - 83",8,,2,Согласие
803,4229320,219,"Биология - 58
Химия - 75 Русский язык - 86",0,,3,Нет
804,3913252,218,"Биология - 80
Химия - 74 Русский язык - 64",0,,1,Нет
805,3872595,218,"Биология - 77
Химия - 69 Русский язык - 72",0,,1,Нет
806,4023638,218,"Биология - 77
Химия - 69 Русский язык - 67",5,Пр.право,1,Нет
807,3943309,218,"Биология - 74
Химия - 77 Русский язык - 64",3,,1,Нет
808,4222694,218,"Биология - 74
Химия - 75 Русский язык - 69",0,,1,Нет
809,4003953,218,"Биология - 74
Химия - 74 Русский язык - 70",0,,1,Нет
810,4106009,218,"Биология - 74
Химия - 66 Русский язык - 73",5,,3,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
811,3868066,218,"Биология - 73
Химия - 77 Русский язык - 66",2,,1,Нет
812,3922827,218,"Биология - 71
Химия - 80 Русский язык - 67",0,,2,Нет
813,3877250,218,"Биология - 70
Химия - 68 Русский язык - 72",8,,1,Нет
814,3977138,218,"Биология - 68
Химия - 73 Русский язык - 67",10,,2,Согласие
815,4067532,218,"Биология - 63
Химия - 70 Русский язык - 75",10,,2,Нет
816,4035262,218,"Биология - 61
Химия - 80 Русский язык - 72",5,,2,Нет
817,3638030,218,"Биология - 58
Химия - 77 Русский язык - 78",5,,2,Нет
818,3951501,217,"Биология - 80
Химия - 71 Русский язык - 66",0,,1,Нет
819,3987061,217,"Биология - 80
Химия - 65 Русский язык - 67",5,,2,Нет
820,3862899,217,"Биология - 78
Химия - 66 Русский язык - 73",0,,1,Нет
821,3853822,217,"Биология - 71
Химия - 84 Русский язык - 52",10,,3,Нет
822,3635058,217,"Биология - 70
Химия - 80 Русский язык - 67",0,,1,Нет
823,3844856,217,"Биология - 70
Химия - 68 Русский язык - 73",6,,3,Нет
824,4009168,217,"Биология - 68
Химия - 62 Русский язык - 81",6,,1,Нет
825,4064633,217,"Биология - 61
Химия - 84 Русский язык - 67",5,,1,Нет
826,3591254,217,"Биология - 60
Химия - 91 Русский язык - 61",5,,2,Нет
827,3584076,217,"Биология - 56
Химия - 80 Русский язык - 81",0,,1,Нет
828,3863421,216,"Биология - 80
Химия - 66 Русский язык - 70",0,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
829,3797643,216,"Биология - 78
Химия - 69 Русский язык - 69",0,,1,Нет
830,4031470,216,"Биология - 77
Химия - 71 Русский язык - 66",2,,2,Нет
831,3900192,216,"Биология - 77
Химия - 68 Русский язык - 61",10,,1,Согласие
832,3725435,216,"Биология - 76
Химия - 73 Русский язык - 67",0,,1,Нет
833,3926328,216,"Биология - 76
Химия - 69 Русский язык - 66",5,,3,Нет
834,3990314,216,"Биология - 75
Химия - 65 Русский язык - 69",7,Пр.право,2,Нет
835,3877778,216,"Биология - 74
Химия - 73 Русский язык - 61",8,,1,Нет
836,3874329,216,"Биология - 73
Химия - 74 Русский язык - 64",5,,2,Нет
837,3617814,216,"Биология - 73
Химия - 70 Русский язык - 66",7,,2,Нет
838,3928608,216,"Биология - 73
Химия - 69 Русский язык - 69",5,,1,Нет
839,3666174,216,"Биология - 73
Химия - 64 Русский язык - 73",6,,8,Нет
840,3829301,216,"Биология - 72
Химия - 69 Русский язык - 70",5,,3,Нет
841,4216281,216,"Биология - 68
Химия - 65 Русский язык - 73",10,,1,Нет
842,4155563,216,"Биология - 68
Химия - 64 Русский язык - 81",3,,1,Нет
843,4083377,216,"Биология - 66
Химия - 69 Русский язык - 81",0,,1,Нет
844,3644279,216,"Биология - 65
Химия - 91 Русский язык - 58",2,,2,Нет
845,3793080,216,"Биология - 60
Химия - 86 Русский язык - 67",3,,2,Нет
846,3948629,216,"Биология - 58
Химия - 75 Русский язык - 78",5,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
847,3796078,216,"Биология - 56
Химия - 77 Русский язык - 78",5,,2,Нет
848,3807493,215,"Биология - 75
Химия - 74 Русский язык - 66",0,,2,Нет
849,4028978,215,"Биология - 74
Химия - 77 Русский язык - 58",6,,2,Нет
850,4096240,215,"Биология - 74
Химия - 55 Русский язык - 81",5,,1,Нет
851,3866689,215,"Биология - 72
Химия - 71 Русский язык - 72",0,Пр.право,1,Нет
852,3870089,215,"Биология - 71
Химия - 84 Русский язык - 60",0,,5,Нет
853,4012617,215,"Биология - 71
Химия - 80 Русский язык - 64",0,,4,Нет
854,3940442,215,"Биология - 70
Химия - 64 Русский язык - 81",0,,2,Нет
855,4031618,215,"Биология - 70
Химия - 51 Русский язык - 91",3,,1,Нет
856,3853172,215,"Биология - 68
Химия - 78 Русский язык - 69",0,,2,Нет
857,4121342,215,"Биология - 66
Химия - 80 Русский язык - 69",0,,3,Согласие
858,3994755,215,"Биология - 63
Химия - 74 Русский язык - 75",3,,1,Нет
859,4167526,215,"Биология - 55
Химия - 84 Русский язык - 73",3,,1,Нет
860,3615101,214,"Биология - 77
Химия - 71 Русский язык - 66",0,Пр.право,3,Нет
861,3605516,214,"Биология - 75
Химия - 68 Русский язык - 67",4,,2,Нет
862,3749405,214,"Биология - 74
Химия - 61 Русский язык - 72",7,,1,Нет
863,4060235,214,"Биология - 73
Химия - 78 Русский язык - 63",0,,1,Нет
864,3589986,214,"Биология - 73
Химия - 74 Русский язык - 67",0,,9,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
865,4134703,214,"Биология - 72
Химия - 75 Русский язык - 64",3,,2,Нет
866,3710262,214,"Биология - 71
Химия - 73 Русский язык - 70",0,,1,Нет
867,3998772,214,"Биология - 71
Химия - 71 Русский язык - 72",0,,1,Согласие
868,3890145,214,"Биология - 71
Химия - 71 Русский язык - 64",8,,1,Нет
869,4160425,214,"Биология - 71
Химия - 55 Русский язык - 83",5,,1,Нет
870,4138261,214,"Биология - 70
Химия - 75 Русский язык - 69",0,,2,Нет
871,4200633,214,"Биология - 65
Химия - 71 Русский язык - 78",0,,17,Нет
872,4136399,214,"Биология - 60
Химия - 78 Русский язык - 66",10,,1,Согласие
873,3916135,213,"Биология - 75
Химия - 78 Русский язык - 60",0,,1,Нет
874,3658059,213,"Биология - 75
Химия - 66 Русский язык - 67",5,,2,Нет
875,3749298,213,"Биология - 73
Химия - 77 Русский язык - 60",3,,1,Нет
876,3998694,213,"Биология - 71
Химия - 75 Русский язык - 67",0,,3,Нет
877,3859159,213,"Биология - 71
Химия - 70 Русский язык - 69",3,,4,Нет
878,3772179,213,"Биология - 71
Химия - 61 Русский язык - 81",0,,3,Нет
879,3678834,213,"Биология - 70
Химия - 71 Русский язык - 72",0,,2,Нет
880,3852664,213,"Биология - 68
Химия - 78 Русский язык - 67",0,,3,Нет
881,4007411,213,"Биология - 68
Химия - 69 Русский язык - 72",4,,1,Нет
882,3917920,213,"Биология - 66
Химия - 80 Русский язык - 67",0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
883,3828370,213,"Биология - 65
Химия - 75 Русский язык - 73",0,,1,Нет
884,4161630,213,"Биология - 61
Химия - 80 Русский язык - 72",0,,1,Нет
885,3850471,212,"Биология - 71
Химия - 66 Русский язык - 75",0,,4,Нет
886,3868919,212,"Биология - 70
Химия - 78 Русский язык - 61",3,,3,Нет
887,3650712,212,"Биология - 70
Химия - 73 Русский язык - 69",0,,1,Нет
888,4145456,212,"Биология - 65
Химия - 64 Русский язык - 83",0,,2,Нет
889,3892306,212,"Биология - 65
Химия - 56 Русский язык - 91",0,,2,Нет
890,3648786,212,"Биология - 60
Химия - 80 Русский язык - 72",0,,1,Нет
891,3760978,211,"Биология - 79
Химия - 68 Русский язык - 64",0,,1,Нет
892,3847109,211,"Биология - 77
Химия - 65 Русский язык - 67",2,,2,Нет
893,3833207,211,"Биология - 76
Химия - 69 Русский язык - 66",0,,1,Нет
894,3873034,211,"Биология - 75
Химия - 64 Русский язык - 72",0,,5,Нет
